* Haltestellen
*
$STOPPOINT:ID;Code;Name
8215;8215;8215
8216;8216;8216
8217;8217;8217
8193;8193;8193
8220;8220;8220
8194;8194;8194
8195;8195;8195
8196;8196;8196
8222;8222;8222
8224;8224;8224
8225;8225;8225
8198;8198;8198
8199;8199;8199
8201;8201;8201
8235;8235;8235
8202;8202;8202
8203;8203;8203
8204;8204;8204
8205;8205;8205
8206;8206;8206
8207;8207;8207
8221;8221;8221
8208;8208;8208
8209;8209;8209
8210;8210;8210
8211;8211;8211
8234;8234;8234
8231;8231;8231
8232;8232;8232
8213;8213;8213
*
* Linien
*
$LINE:ID;Code;Name
8;8;8
2;2;2
3;3;3
9;9;9
4;4;4
10;10;10
5;5;5
11;11;11
7;7;7
12;12;12
*
* Fahrzeugtypen
*
$VEHICLETYPE:ID;Code;Name;VehCost;KmCost;HourCost;Capacity
1;1;1;60000;1;60;1000
*
* FahrzeugtypGruppen
*
$VEHICLETYPEGROUP:ID;Code;Name
1;1;1
*
* FahrzeugtypZuFahrzeugtypGruppe
*
$VEHTYPETOVEHTYPEGROUP:VehTypeID;VehTypeGroupID
1;1
*
* FahrzeugKapazitaetenZuHaltestelle
*
$VEHTYPECAPTOSTOPPOINT:VehTypeID;StoppointID;Min;Max
1;8206;0;1000
*
* Linienfahrten
*
$SERVICEJOURNEY:ID;LineID;FromStopID;ToStopID;DepTime;ArrTime;MinAheadTime;MinLayoverTime;VehTypeGroupID;MaxShiftBackwardSeconds;MaxShiftForwardSeconds;FromStopBreakFacility;ToStopBreakFacility;CODE
8198;8196;000:00:00:00;001:12:00:59;15600;1860
8198;8199;000:00:00:00;001:12:00:59;6800;900
8198;8201;000:00:00:00;001:12:00:59;2600;360
8198;8202;000:00:00:00;001:12:00:59;16400;1800
8198;8203;000:00:00:00;001:12:00:59;12300;1260
8198;8204;000:00:00:00;001:12:00:59;13700;1560
8198;8205;000:00:00:00;001:12:00:59;9700;1140
8198;8206;000:00:00:00;001:12:00:59;8500;1080
8198;8207;000:00:00:00;001:12:00:59;10400;1260
8198;8208;000:00:00:00;001:12:00:59;7100;840
8198;8209;000:00:00:00;001:12:00:59;10500;1260
8198;8210;000:00:00:00;001:12:00:59;12600;1500
8198;8211;000:00:00:00;001:12:00:59;10300;1260
8198;8213;000:00:00:00;001:12:00:59;5500;660
8198;8215;000:00:00:00;001:12:00:59;7100;840
8198;8216;000:00:00:00;001:12:00:59;7700;960
8198;8217;000:00:00:00;001:12:00:59;7900;960
8198;8220;000:00:00:00;001:12:00:59;10100;1260
8198;8221;000:00:00:00;001:12:00:59;8300;1020
8198;8222;000:00:00:00;001:12:00:59;8500;1080
8198;8224;000:00:00:00;001:12:00:59;13600;1380
8198;8225;000:00:00:00;001:12:00:59;15600;1860
8198;8231;000:00:00:00;001:12:00:59;10500;1260
8198;8232;000:00:00:00;001:12:00:59;8500;1080
8198;8234;000:00:00:00;001:12:00:59;7900;1020
8198;8235;000:00:00:00;001:12:00:59;9800;1020
8199;8193;000:00:00:00;001:12:00:59;14600;1020
8199;8194;000:00:00:00;001:12:00:59;9600;1140
8199;8195;000:00:00:00;001:12:00:59;4800;600
8199;8196;000:00:00:00;001:12:00:59;12900;1560
8199;8198;000:00:00:00;001:12:00:59;6800;900
8199;8201;000:00:00:00;001:12:00:59;4800;600
8199;8202;000:00:00:00;001:12:00:59;14100;1680
8199;8203;000:00:00:00;001:12:00:59;7800;900
8199;8204;000:00:00:00;001:12:00:59;11300;1380
8199;8205;000:00:00:00;001:12:00:59;4000;420
8199;8206;000:00:00:00;001:12:00:59;4700;600
8199;8207;000:00:00:00;001:12:00:59;4200;480
8199;8208;000:00:00:00;001:12:00:59;5700;660
8199;8209;000:00:00:00;001:12:00:59;4300;480
8199;8210;000:00:00:00;001:12:00:59;7000;840
8199;8211;000:00:00:00;001:12:00:59;4100;480
8199;8213;000:00:00:00;001:12:00:59;11400;1380
8199;8215;000:00:00:00;001:12:00:59;5700;660
8199;8216;000:00:00:00;001:12:00:59;6300;780
8199;8217;000:00:00:00;001:12:00:59;6600;780
8199;8220;000:00:00:00;001:12:00:59;10600;1380
8199;8221;000:00:00:00;001:12:00:59;4500;540
8199;8222;000:00:00:00;001:12:00:59;4000;480
8199;8224;000:00:00:00;001:12:00:59;7900;840
8199;8225;000:00:00:00;001:12:00:59;12900;1560
8199;8231;000:00:00:00;001:12:00:59;4300;480
8199;8232;000:00:00:00;001:12:00:59;4000;480
8199;8234;000:00:00:00;001:12:00:59;4100;540
8199;8235;000:00:00:00;001:12:00:59;7400;900
8201;8193;000:00:00:00;001:12:00:59;15300;1260
8201;8194;000:00:00:00;001:12:00:59;10500;1200
8201;8195;000:00:00:00;001:12:00:59;5700;660
8201;8196;000:00:00:00;001:12:00:59;13800;1620
8201;8198;000:00:00:00;001:12:00:59;2600;360
8201;8199;000:00:00:00;001:12:00:59;4800;600
8201;8202;000:00:00:00;001:12:00:59;13800;1440
8201;8203;000:00:00:00;001:12:00:59;9700;900
8201;8204;000:00:00:00;001:12:00:59;11100;1200
8201;8205;000:00:00:00;001:12:00:59;8100;900
8201;8206;000:00:00:00;001:12:00:59;8300;1020
8201;8207;000:00:00:00;001:12:00:59;8400;960
8201;8208;000:00:00:00;001:12:00:59;6900;780
8201;8209;000:00:00:00;001:12:00:59;8500;960
8201;8210;000:00:00:00;001:12:00:59;11100;1260
8201;8211;000:00:00:00;001:12:00:59;8200;960
8201;8213;000:00:00:00;001:12:00:59;6800;780
8201;8215;000:00:00:00;001:12:00:59;6900;780
8201;8216;000:00:00:00;001:12:00:59;7200;840
8201;8217;000:00:00:00;001:12:00:59;7700;900
8201;8220;000:00:00:00;001:12:00:59;10900;1320
8201;8221;000:00:00:00;001:12:00:59;8100;960
8201;8222;000:00:00:00;001:12:00:59;8200;960
8201;8224;000:00:00:00;001:12:00:59;11000;1020
8201;8225;000:00:00:00;001:12:00:59;13800;1620
8201;8231;000:00:00:00;001:12:00:59;8500;960
8201;8232;000:00:00:00;001:12:00:59;8200;960
8201;8234;000:00:00:00;001:12:00:59;7700;900
8201;8235;000:00:00:00;001:12:00:59;7200;660
8202;8193;000:00:00:00;001:12:00:59;26300;2100
8202;8194;000:00:00:00;001:12:00:59;24400;2700
8202;8195;000:00:00:00;001:12:00:59;17000;1980
8202;8196;000:00:00:00;001:12:00:59;26500;2940
8202;8198;000:00:00:00;001:12:00:59;16400;1800
8202;8199;000:00:00:00;001:12:00:59;14100;1680
8202;8201;000:00:00:00;001:12:00:59;13800;1440
8202;8203;000:00:00:00;001:12:00:59;6700;720
8202;8204;000:00:00:00;001:12:00:59;2800;360
8202;8205;000:00:00:00;001:12:00:59;15300;1680
8202;8206;000:00:00:00;001:12:00:59;16900;1920
8202;8207;000:00:00:00;001:12:00:59;14100;1620
8202;8208;000:00:00:00;001:12:00:59;16800;1860
8202;8209;000:00:00:00;001:12:00:59;14800;1560
8202;8210;000:00:00:00;001:12:00:59;13600;1500
8202;8211;000:00:00:00;001:12:00:59;14100;1620
8202;8213;000:00:00:00;001:12:00:59;20100;2220
8202;8215;000:00:00:00;001:12:00:59;16800;1860
8202;8216;000:00:00:00;001:12:00:59;18200;2160
8202;8217;000:00:00:00;001:12:00:59;18100;1980
8202;8220;000:00:00:00;001:12:00:59;22900;2760
8202;8221;000:00:00:00;001:12:00:59;16900;1860
8202;8222;000:00:00:00;001:12:00:59;17400;2040
8202;8224;000:00:00:00;001:12:00:59;9600;1020
8202;8225;000:00:00:00;001:12:00:59;26500;2940
8202;8231;000:00:00:00;001:12:00:59;14800;1560
8202;8232;000:00:00:00;001:12:00:59;17400;2040
8202;8234;000:00:00:00;001:12:00:59;17200;2040
8202;8235;000:00:00:00;001:12:00:59;7000;840
8203;8193;000:00:00:00;001:12:00:59;20400;1620
8203;8194;000:00:00:00;001:12:00:59;15600;1800
8203;8195;000:00:00:00;001:12:00:59;10800;1260
8203;8196;000:00:00:00;001:12:00:59;19600;2100
8203;8198;000:00:00:00;001:12:00:59;12300;1260
8203;8199;000:00:00:00;001:12:00:59;7800;900
8203;8201;000:00:00:00;001:12:00:59;9700;900
8203;8202;000:00:00:00;001:12:00:59;6700;720
8203;8204;000:00:00:00;001:12:00:59;4200;420
8203;8205;000:00:00:00;001:12:00:59;8700;900
8203;8206;000:00:00:00;001:12:00:59;10200;1140
8203;8207;000:00:00:00;001:12:00:59;7300;900
8203;8208;000:00:00:00;001:12:00:59;10900;1140
8203;8209;000:00:00:00;001:12:00:59;8100;840
8203;8210;000:00:00:00;001:12:00:59;6900;720
8203;8211;000:00:00:00;001:12:00:59;8700;960
8203;8213;000:00:00:00;001:12:00:59;16000;1680
8203;8215;000:00:00:00;001:12:00:59;10900;1140
8203;8216;000:00:00:00;001:12:00:59;12300;1380
8203;8217;000:00:00:00;001:12:00:59;11500;1260
8203;8220;000:00:00:00;001:12:00:59;16600;1980
8203;8221;000:00:00:00;001:12:00:59;10200;1140
8203;8222;000:00:00:00;001:12:00:59;10600;1200
8203;8224;000:00:00:00;001:12:00:59;2900;300
8203;8225;000:00:00:00;001:12:00:59;19600;2100
8203;8231;000:00:00:00;001:12:00:59;8100;840
8203;8232;000:00:00:00;001:12:00:59;10600;1200
8203;8234;000:00:00:00;001:12:00:59;10800;1260
8203;8235;000:00:00:00;001:12:00:59;6100;600
8204;8193;000:00:00:00;001:12:00:59;23900;1920
8204;8194;000:00:00:00;001:12:00:59;19100;2220
8204;8195;000:00:00:00;001:12:00:59;14300;1680
8204;8196;000:00:00:00;001:12:00:59;22400;2640
8204;8198;000:00:00:00;001:12:00:59;13700;1560
8204;8199;000:00:00:00;001:12:00:59;11300;1380
8204;8201;000:00:00:00;001:12:00:59;11100;1200
8204;8202;000:00:00:00;001:12:00:59;2800;360
8204;8203;000:00:00:00;001:12:00:59;4200;420
8204;8205;000:00:00:00;001:12:00:59;12900;1380
8204;8206;000:00:00:00;001:12:00:59;14300;1620
8204;8207;000:00:00:00;001:12:00:59;11700;1380
8204;8208;000:00:00:00;001:12:00:59;15000;1620
8204;8209;000:00:00:00;001:12:00:59;12200;1320
8204;8210;000:00:00:00;001:12:00:59;11100;1200
8204;8211;000:00:00:00;001:12:00:59;13100;1500
8204;8213;000:00:00:00;001:12:00:59;17800;1980
8204;8215;000:00:00:00;001:12:00:59;15000;1620
8204;8216;000:00:00:00;001:12:00:59;15800;1860
8204;8217;000:00:00:00;001:12:00:59;15700;1740
8204;8220;000:00:00:00;001:12:00:59;20100;2460
8204;8221;000:00:00:00;001:12:00:59;14500;1620
8204;8222;000:00:00:00;001:12:00:59;15000;1800
8204;8224;000:00:00:00;001:12:00:59;7000;720
8204;8225;000:00:00:00;001:12:00:59;22400;2640
8204;8231;000:00:00:00;001:12:00:59;12200;1320
8204;8232;000:00:00:00;001:12:00:59;15000;1800
8204;8234;000:00:00:00;001:12:00:59;14800;1740
8204;8235;000:00:00:00;001:12:00:59;4600;540
8205;8193;000:00:00:00;001:12:00:59;12500;1560
8205;8194;000:00:00:00;001:12:00:59;10800;1260
8205;8195;000:00:00:00;001:12:00:59;6200;720
8205;8196;000:00:00:00;001:12:00:59;11500;1320
8205;8198;000:00:00:00;001:12:00:59;9700;1140
8205;8199;000:00:00:00;001:12:00:59;4000;420
8205;8201;000:00:00:00;001:12:00:59;8100;900
8205;8202;000:00:00:00;001:12:00:59;15300;1680
8205;8203;000:00:00:00;001:12:00:59;8700;900
8205;8204;000:00:00:00;001:12:00:59;12900;1380
8205;8206;000:00:00:00;001:12:00:59;1700;240
8205;8207;000:00:00:00;001:12:00:59;1700;240
8205;8208;000:00:00:00;001:12:00:59;2600;240
8205;8209;000:00:00:00;001:12:00:59;700;60
8205;8210;000:00:00:00;001:12:00:59;3300;420
8205;8211;000:00:00:00;001:12:00:59;1600;240
8205;8213;000:00:00:00;001:12:00:59;14700;1680
8205;8215;000:00:00:00;001:12:00:59;2600;240
8205;8216;000:00:00:00;001:12:00:59;4600;540
8205;8217;000:00:00:00;001:12:00:59;3300;360
8205;8220;000:00:00:00;001:12:00:59;10400;1200
8205;8221;000:00:00:00;001:12:00:59;1700;240
8205;8222;000:00:00:00;001:12:00:59;2200;300
8205;8224;000:00:00:00;001:12:00:59;5900;600
8205;8225;000:00:00:00;001:12:00:59;11500;1320
8205;8231;000:00:00:00;001:12:00:59;700;60
8205;8232;000:00:00:00;001:12:00:59;2200;300
8205;8234;000:00:00:00;001:12:00:59;2300;300
8205;8235;000:00:00:00;001:12:00:59;10700;1200
8206;8193;000:00:00:00;001:12:00:59;12300;1020
8206;8194;000:00:00:00;001:12:00:59;8900;1020
8206;8195;000:00:00:00;001:12:00:59;6000;780
8206;8196;000:00:00:00;001:12:00:59;11200;1320
8206;8198;000:00:00:00;001:12:00:59;8500;1080
8206;8199;000:00:00:00;001:12:00:59;4700;600
8206;8201;000:00:00:00;001:12:00:59;8300;1020
8206;8202;000:00:00:00;001:12:00:59;16900;1920
8206;8203;000:00:00:00;001:12:00:59;10200;1140
8206;8204;000:00:00:00;001:12:00:59;14300;1620
8206;8205;000:00:00:00;001:12:00:59;1700;240
8206;8207;000:00:00:00;001:12:00:59;2100;360
8206;8208;000:00:00:00;001:12:00:59;2300;300
8206;8209;000:00:00:00;001:12:00:59;2000;300
8206;8210;000:00:00:00;001:12:00:59;4700;660
8206;8211;000:00:00:00;001:12:00:59;2000;360
8206;8213;000:00:00:00;001:12:00:59;13200;1560
8206;8215;000:00:00:00;001:12:00:59;2300;300
8206;8216;000:00:00:00;001:12:00:59;4300;540
8206;8217;000:00:00:00;001:12:00:59;3000;360
8206;8220;000:00:00:00;001:12:00:59;9900;1200
8206;8221;000:00:00:00;001:12:00:59;200;60
8206;8222;000:00:00:00;001:12:00:59;1000;180
8206;8224;000:00:00:00;001:12:00:59;7300;840
8206;8225;000:00:00:00;001:12:00:59;11200;1320
8206;8231;000:00:00:00;001:12:00:59;2000;300
8206;8232;000:00:00:00;001:12:00:59;1000;180
8206;8234;000:00:00:00;001:12:00:59;800;120
8206;8235;000:00:00:00;001:12:00:59;11400;1380
8207;8193;000:00:00:00;001:12:00:59;14300;1200
8207;8194;000:00:00:00;001:12:00:59;11000;1200
8207;8195;000:00:00:00;001:12:00:59;8300;1020
8207;8196;000:00:00:00;001:12:00:59;13100;1500
8207;8198;000:00:00:00;001:12:00:59;10400;1260
8207;8199;000:00:00:00;001:12:00:59;4200;480
8207;8201;000:00:00:00;001:12:00:59;8400;960
8207;8202;000:00:00:00;001:12:00:59;14100;1620
8207;8203;000:00:00:00;001:12:00:59;7300;900
8207;8204;000:00:00:00;001:12:00:59;11700;1380
8207;8205;000:00:00:00;001:12:00:59;1700;240
8207;8206;000:00:00:00;001:12:00:59;2100;360
8207;8208;000:00:00:00;001:12:00:59;4300;540
8207;8209;000:00:00:00;001:12:00:59;2100;300
8207;8210;000:00:00:00;001:12:00:59;1900;240
8207;8211;000:00:00:00;001:12:00:59;500;60
8207;8213;000:00:00:00;001:12:00:59;14900;1740
8207;8215;000:00:00:00;001:12:00:59;4300;540
8207;8216;000:00:00:00;001:12:00:59;6300;780
8207;8217;000:00:00:00;001:12:00:59;5000;600
8207;8220;000:00:00:00;001:12:00:59;11900;1440
8207;8221;000:00:00:00;001:12:00:59;3000;420
8207;8222;000:00:00:00;001:12:00:59;2500;360
8207;8224;000:00:00:00;001:12:00:59;4500;600
8207;8225;000:00:00:00;001:12:00:59;13100;1500
8207;8231;000:00:00:00;001:12:00:59;2100;300
8207;8232;000:00:00:00;001:12:00:59;2500;360
8207;8234;000:00:00:00;001:12:00:59;2600;420
8207;8235;000:00:00:00;001:12:00:59;10900;1260
8208;8193;000:00:00:00;001:12:00:59;10200;840
8208;8194;000:00:00:00;001:12:00:59;7900;1020
8208;8195;000:00:00:00;001:12:00:59;3700;420
8208;8196;000:00:00:00;001:12:00:59;8900;1020
8208;8198;000:00:00:00;001:12:00:59;7100;840
8208;8199;000:00:00:00;001:12:00:59;5700;660
8208;8201;000:00:00:00;001:12:00:59;6900;780
8208;8202;000:00:00:00;001:12:00:59;16800;1860
8208;8203;000:00:00:00;001:12:00:59;10900;1140
8208;8204;000:00:00:00;001:12:00:59;15000;1620
8208;8205;000:00:00:00;001:12:00:59;2600;240
8208;8206;000:00:00:00;001:12:00:59;2300;300
8208;8207;000:00:00:00;001:12:00:59;4300;540
8208;8209;000:00:00:00;001:12:00:59;3300;360
8208;8210;000:00:00:00;001:12:00:59;5500;600
8208;8211;000:00:00:00;001:12:00:59;4200;540
8208;8213;000:00:00:00;001:12:00:59;11800;1320
8208;8215;000:00:00:00;001:12:00:59;0;0
8208;8216;000:00:00:00;001:12:00:59;2000;240
8208;8217;000:00:00:00;001:12:00:59;700;60
8208;8220;000:00:00:00;001:12:00:59;7800;900
8208;8221;000:00:00:00;001:12:00:59;2300;240
8208;8222;000:00:00:00;001:12:00:59;3200;420
8208;8224;000:00:00:00;001:12:00:59;8000;840
8208;8225;000:00:00:00;001:12:00:59;8900;1020
8208;8232;000:00:00:00;001:12:00:59;3200;420
8208;8234;000:00:00:00;001:12:00:59;2700;360
8208;8235;000:00:00:00;001:12:00:59;11300;1320
8209;8193;000:00:00:00;001:12:00:59;13300;1020
8209;8194;000:00:00:00;001:12:00:59;9900;1080
8209;8195;000:00:00:00;001:12:00:59;8500;960
8209;8196;000:00:00:00;001:12:00:59;12000;1320
8209;8198;000:00:00:00;001:12:00:59;10500;1260
8209;8199;000:00:00:00;001:12:00:59;4300;480
8209;8201;000:00:00:00;001:12:00:59;8500;960
8209;8202;000:00:00:00;001:12:00:59;14800;1560
8209;8203;000:00:00:00;001:12:00:59;8100;840
8209;8204;000:00:00:00;001:12:00:59;12200;1320
8209;8205;000:00:00:00;001:12:00:59;700;60
8209;8206;000:00:00:00;001:12:00:59;2000;300
8209;8207;000:00:00:00;001:12:00:59;2100;300
8209;8208;000:00:00:00;001:12:00:59;3300;360
8209;8210;000:00:00:00;001:12:00:59;2600;300
8209;8211;000:00:00:00;001:12:00:59;1400;240
8209;8213;000:00:00:00;001:12:00:59;15100;1740
8209;8215;000:00:00:00;001:12:00:59;3300;360
8209;8216;000:00:00:00;001:12:00:59;5200;600
8209;8217;000:00:00:00;001:12:00:59;3900;420
8209;8220;000:00:00:00;001:12:00:59;10900;1260
8209;8221;000:00:00:00;001:12:00:59;2000;300
8209;8222;000:00:00:00;001:12:00:59;2600;360
8209;8224;000:00:00:00;001:12:00:59;5200;540
8209;8225;000:00:00:00;001:12:00:59;12000;1320
8209;8231;000:00:00:00;001:12:00:59;0;0
8209;8232;000:00:00:00;001:12:00:59;2600;360
8209;8234;000:00:00:00;001:12:00:59;2700;360
8209;8235;000:00:00:00;001:12:00:59;11100;1260
8210;8193;000:00:00:00;001:12:00:59;18800;1200
8210;8194;000:00:00:00;001:12:00:59;12100;1320
8210;8195;000:00:00:00;001:12:00:59;9100;1080
8210;8196;000:00:00:00;001:12:00:59;14200;1560
8210;8198;000:00:00:00;001:12:00:59;12600;1500
8210;8199;000:00:00:00;001:12:00:59;7000;840
8210;8201;000:00:00:00;001:12:00:59;11100;1260
8210;8202;000:00:00:00;001:12:00:59;13600;1500
8210;8203;000:00:00:00;001:12:00:59;6900;720
8210;8204;000:00:00:00;001:12:00:59;11100;1200
8210;8205;000:00:00:00;001:12:00:59;3300;420
8210;8206;000:00:00:00;001:12:00:59;4700;660
8210;8207;000:00:00:00;001:12:00:59;1900;240
8210;8208;000:00:00:00;001:12:00:59;5500;600
8210;8209;000:00:00:00;001:12:00:59;2600;300
8210;8211;000:00:00:00;001:12:00:59;2300;360
8210;8213;000:00:00:00;001:12:00:59;17200;1980
8210;8215;000:00:00:00;001:12:00:59;5500;600
8210;8216;000:00:00:00;001:12:00:59;7400;900
8210;8217;000:00:00:00;001:12:00:59;6100;720
8210;8220;000:00:00:00;001:12:00:59;13100;1560
8210;8221;000:00:00:00;001:12:00:59;4800;600
8210;8222;000:00:00:00;001:12:00:59;5200;720
8210;8224;000:00:00:00;001:12:00:59;4000;420
8210;8225;000:00:00:00;001:12:00:59;14200;1560
8210;8231;000:00:00:00;001:12:00:59;2600;300
8210;8232;000:00:00:00;001:12:00:59;5200;720
8210;8234;000:00:00:00;001:12:00:59;5300;720
8210;8235;000:00:00:00;001:12:00:59;11500;1200
8211;8193;000:00:00:00;001:12:00:59;14900;1260
8211;8194;000:00:00:00;001:12:00:59;10900;1200
8211;8195;000:00:00:00;001:12:00:59;8200;1020
8211;8196;000:00:00:00;001:12:00:59;12900;1500
8211;8198;000:00:00:00;001:12:00:59;10300;1260
8211;8199;000:00:00:00;001:12:00:59;4100;480
8211;8201;000:00:00:00;001:12:00:59;8200;960
8211;8202;000:00:00:00;001:12:00:59;14100;1620
8211;8203;000:00:00:00;001:12:00:59;8700;960
8211;8204;000:00:00:00;001:12:00:59;13100;1500
8211;8205;000:00:00:00;001:12:00:59;1600;240
8211;8206;000:00:00:00;001:12:00:59;2000;360
8211;8207;000:00:00:00;001:12:00:59;500;60
8211;8208;000:00:00:00;001:12:00:59;4200;540
8211;8209;000:00:00:00;001:12:00:59;1400;240
8211;8210;000:00:00:00;001:12:00:59;2300;360
8211;8213;000:00:00:00;001:12:00:59;14800;1740
8211;8215;000:00:00:00;001:12:00:59;4200;540
8211;8216;000:00:00:00;001:12:00:59;6200;780
8211;8217;000:00:00:00;001:12:00:59;4900;600
8211;8220;000:00:00:00;001:12:00:59;11800;1440
8211;8221;000:00:00:00;001:12:00:59;2800;420
8211;8222;000:00:00:00;001:12:00:59;2300;360
8211;8224;000:00:00:00;001:12:00:59;5800;660
8211;8225;000:00:00:00;001:12:00:59;12900;1500
8211;8231;000:00:00:00;001:12:00:59;1400;240
8211;8232;000:00:00:00;001:12:00:59;2300;360
8211;8234;000:00:00:00;001:12:00:59;2400;420
8211;8235;000:00:00:00;001:12:00:59;10800;1260
8213;8193;000:00:00:00;001:12:00:59;14900;1860
8213;8194;000:00:00:00;001:12:00:59;10100;1260
8213;8195;000:00:00:00;001:12:00:59;10800;1260
8213;8196;000:00:00:00;001:12:00:59;13700;1620
8213;8198;000:00:00:00;001:12:00:59;5500;660
8213;8199;000:00:00:00;001:12:00:59;11400;1380
8213;8201;000:00:00:00;001:12:00:59;6800;780
8213;8202;000:00:00:00;001:12:00:59;20100;2220
8213;8203;000:00:00:00;001:12:00:59;16000;1680
8213;8204;000:00:00:00;001:12:00:59;17800;1980
8213;8205;000:00:00:00;001:12:00:59;14700;1680
8213;8206;000:00:00:00;001:12:00:59;13200;1560
8213;8207;000:00:00:00;001:12:00:59;14900;1740
8213;8208;000:00:00:00;001:12:00:59;11800;1320
8213;8209;000:00:00:00;001:12:00:59;15100;1740
8213;8210;000:00:00:00;001:12:00:59;17200;1980
8213;8211;000:00:00:00;001:12:00:59;14800;1740
8213;8215;000:00:00:00;001:12:00:59;11800;1320
8213;8216;000:00:00:00;001:12:00:59;12300;1440
8213;8217;000:00:00:00;001:12:00:59;12600;1440
8213;8220;000:00:00:00;001:12:00:59;9900;1260
8213;8221;000:00:00:00;001:12:00:59;13000;1500
8213;8222;000:00:00:00;001:12:00:59;13200;1560
8213;8224;000:00:00:00;001:12:00:59;17300;1740
8213;8225;000:00:00:00;001:12:00:59;13700;1620
8213;8231;000:00:00:00;001:12:00:59;15100;1740
8213;8232;000:00:00:00;001:12:00:59;13200;1560
8213;8234;000:00:00:00;001:12:00:59;12600;1500
8213;8235;000:00:00:00;001:12:00:59;13500;1440
8215;8193;000:00:00:00;001:12:00:59;10200;840
8215;8194;000:00:00:00;001:12:00:59;7900;1020
8215;8195;000:00:00:00;001:12:00:59;3700;420
8215;8196;000:00:00:00;001:12:00:59;8900;1020
8215;8198;000:00:00:00;001:12:00:59;7100;840
8215;8199;000:00:00:00;001:12:00:59;5700;660
8215;8201;000:00:00:00;001:12:00:59;6900;780
8215;8202;000:00:00:00;001:12:00:59;16800;1860
8215;8203;000:00:00:00;001:12:00:59;10900;1140
8215;8204;000:00:00:00;001:12:00:59;15000;1620
8215;8205;000:00:00:00;001:12:00:59;2600;240
8215;8206;000:00:00:00;001:12:00:59;2300;300
8215;8207;000:00:00:00;001:12:00:59;4300;540
8215;8208;000:00:00:00;001:12:00:59;0;0
8215;8209;000:00:00:00;001:12:00:59;3300;360
8215;8210;000:00:00:00;001:12:00:59;5500;600
8215;8211;000:00:00:00;001:12:00:59;4200;540
8215;8213;000:00:00:00;001:12:00:59;11800;1320
8215;8216;000:00:00:00;001:12:00:59;2000;240
8215;8217;000:00:00:00;001:12:00:59;700;60
8215;8220;000:00:00:00;001:12:00:59;7800;900
8215;8221;000:00:00:00;001:12:00:59;2300;240
8215;8222;000:00:00:00;001:12:00:59;3200;420
8215;8224;000:00:00:00;001:12:00:59;8000;840
8215;8225;000:00:00:00;001:12:00:59;8900;1020
8215;8231;000:00:00:00;001:12:00:59;3300;360
8215;8232;000:00:00:00;001:12:00:59;3200;420
8215;8234;000:00:00:00;001:12:00:59;2700;360
8215;8235;000:00:00:00;001:12:00:59;11300;1320
8216;8193;000:00:00:00;001:12:00:59;10800;900
8216;8194;000:00:00:00;001:12:00:59;7000;960
8216;8195;000:00:00:00;001:12:00:59;1900;240
8216;8196;000:00:00:00;001:12:00:59;9700;1140
8216;8198;000:00:00:00;001:12:00:59;7700;960
8216;8199;000:00:00:00;001:12:00:59;6300;780
8216;8201;000:00:00:00;001:12:00:59;7200;840
8216;8202;000:00:00:00;001:12:00:59;18200;2160
8216;8203;000:00:00:00;001:12:00:59;12300;1380
8216;8204;000:00:00:00;001:12:00:59;15800;1860
8216;8205;000:00:00:00;001:12:00:59;4600;540
8216;8206;000:00:00:00;001:12:00:59;4300;540
8216;8207;000:00:00:00;001:12:00:59;6300;780
8216;8208;000:00:00:00;001:12:00:59;2000;240
8216;8209;000:00:00:00;001:12:00:59;5200;600
8216;8210;000:00:00:00;001:12:00:59;7400;900
8216;8211;000:00:00:00;001:12:00:59;6200;780
8216;8213;000:00:00:00;001:12:00:59;12300;1440
8216;8215;000:00:00:00;001:12:00:59;2000;240
8216;8217;000:00:00:00;001:12:00:59;1300;180
8216;8220;000:00:00:00;001:12:00:59;7300;960
8216;8221;000:00:00:00;001:12:00:59;4300;540
8216;8222;000:00:00:00;001:12:00:59;3800;540
8216;8224;000:00:00:00;001:12:00:59;9900;1140
8216;8225;000:00:00:00;001:12:00:59;9700;1140
8216;8231;000:00:00:00;001:12:00:59;5200;600
8216;8232;000:00:00:00;001:12:00:59;3800;540
8216;8234;000:00:00:00;001:12:00:59;3200;420
8216;8235;000:00:00:00;001:12:00:59;11900;1380
8217;8193;000:00:00:00;001:12:00:59;9500;780
8217;8194;000:00:00:00;001:12:00:59;7700;960
8217;8195;000:00:00:00;001:12:00:59;3000;360
8217;8196;000:00:00:00;001:12:00:59;8400;960
8217;8198;000:00:00:00;001:12:00:59;7900;960
8217;8199;000:00:00:00;001:12:00:59;6600;780
8217;8201;000:00:00:00;001:12:00:59;7700;900
8217;8202;000:00:00:00;001:12:00:59;18100;1980
8217;8203;000:00:00:00;001:12:00:59;11500;1260
8217;8204;000:00:00:00;001:12:00:59;15700;1740
8217;8205;000:00:00:00;001:12:00:59;3300;360
8217;8206;000:00:00:00;001:12:00:59;3000;360
8217;8207;000:00:00:00;001:12:00:59;5000;600
8217;8208;000:00:00:00;001:12:00:59;700;60
8217;8209;000:00:00:00;001:12:00:59;3900;420
8217;8210;000:00:00:00;001:12:00:59;6100;720
8217;8211;000:00:00:00;001:12:00:59;4900;600
8217;8213;000:00:00:00;001:12:00:59;12600;1440
8217;8215;000:00:00:00;001:12:00:59;700;60
8217;8216;000:00:00:00;001:12:00:59;1300;180
8217;8220;000:00:00:00;001:12:00:59;7200;840
